cik,sic2,op_income_loss_cy2025q1,revenues_cy2025q1,revenues_cy2026q1,opmargin_cy2025q1_level,prior_year_opmargin_level_rank,gross_profit_cy2025q1,gross_profit_cy2026q1,ocf_cy2025q1,ocf_cy2026q1,assets_cy2024q4i,assets_cy2025q1i,assets_cy2025q4i,assets_cy2026q1i
0000072573,38,291000.00,131769000.00,142402000.00,0.002208,1197.0,71350000.00,81593000.00,-7214000.00,6956000.00,729231000.00,747178000.00,742621000.00,734010000.00
0000072741,49,926394000.00,4118355000.00,4504363000.00,0.224943,1926.0,,,1040595000.00,1324326000.00,59594529000.00,60194678000.00,63786711000.00,64707601000.00
0000073290,28,-1210000.00,1119000.00,987000.00,-1.081323,330.0,19000.00,-44000.00,,,7274000.00,7376000.00,6034000.00,4878000.00
0000073756,13,73472000.00,674523000.00,692429000.00,0.108924,1831.0,135011000.00,127270000.00,-80718000.00,-59118000.00,2336347000.00,2275023000.00,2667254000.00,2643195000.00
0000074046,39,13904000.00,115501000.00,126329000.00,0.120380,2241.0,33022000.00,33728000.00,,,353747000.00,369543000.00,388127000.00,408790000.00
0000074208,67,122195000.00,421948000.00,425849000.00,0.289597,814.0,,,156216000.00,128743000.00,10897586000.00,10745412000.00,10605674000.00,10333774000.00
0000074303,28,43700000.00,1644200000.00,1583000000.00,0.026578,240.0,148700000.00,75800000.00,-86000000.00,-48600000.00,7579100000.00,7655000000.00,7325800000.00,7353800000.00
0000075252,50,19791000.00,673884000.00,627780000.00,0.029369,2185.0,526013000.00,,-35066000.00,,4656156000.00,4856424000.00,2451761000.00,2415982000.00
0000075288,23,36206000.00,392861000.00,391402000.00,0.092160,2470.0,252286000.00,243883000.00,-3942000.00,7902000.00,1289805000.00,1339706000.00,1308958000.00,1337853000.00
0000075677,26,280300000.00,2141000000.00,2367800000.00,0.130920,2235.0,454700000.00,452900000.00,339100000.00,329300000.00,8833200000.00,8969800000.00,10725500000.00,10777900000.00
0000076282,34,18900000.00,405400000.00,421000000.00,0.046621,2229.0,68100000.00,72700000.00,,,1365100000.00,1419600000.00,1419600000.00,1436500000.00
0000076334,34,1108000000.00,4960000000.00,5486000000.00,0.223387,2090.0,,,,,28271463000.00,28917808000.00,30511000000.00,30679000000.00
0000076605,37,65569000.00,1003420000.00,997172000.00,0.065346,1650.0,228591000.00,226860000.00,40077000.00,-14008000.00,3020954000.00,3186777000.00,3076174000.00,3218443000.00
0000077360,35,203100000.00,1010400000.00,1036700000.00,0.201010,757.0,403300000.00,433400000.00,-38900000.00,-67400000.00,6446500000.00,6747200000.00,6868800000.00,7072000000.00
0000077476,20,2583000000.00,17919000000.00,19443000000.00,0.144149,1977.0,9993000000.00,10731000000.00,-973000000.00,41000000.00,99467000000.00,101737000000.00,107399000000.00,110646000000.00
0000077543,15,65325000.00,1246633000.00,1389458000.00,0.052401,963.0,134401000.00,154633000.00,22863000.00,146863000.00,4242710000.00,4454298000.00,5160422000.00,5137579000.00
0000078128,49,338905000.00,783626000.00,861759000.00,0.432483,1814.0,,,299517000.00,265405000.00,32830000000.00,18327161000.00,19464845000.00,19780115000.00
0000078239,23,-332200000.00,1983600000.00,2025100000.00,-0.167473,2598.0,1161700000.00,1186200000.00,-71400000.00,-46500000.00,11033200000.00,10672400000.00,11681000000.00,11341600000.00
0000078890,47,119100000.00,1246700000.00,1375100000.00,0.095532,843.0,,,-60200000.00,28700000.00,6623100000.00,6583600000.00,7339200000.00,7275400000.00
0000079661,65,1264000.00,12210000.00,16497000.00,0.103522,2032.0,,,,,39646000.00,45365000.00,43611000.00,46612000.00
0000079879,28,607000000.00,3684000000.00,3930000000.00,0.164767,186.0,,,-18000000.00,33000000.00,19433000000.00,21140000000.00,22098000000.00,22150000000.00
0000080035,16,13130000.00,148541000.00,176278000.00,0.088393,2312.0,48671000.00,55220000.00,5655000.00,6047000.00,573877000.00,592451000.00,653621000.00,661829000.00
0000080172,34,9070000.00,103639000.00,118649000.00,0.087515,2188.0,18111000.00,17478000.00,12460000.00,31347000.00,453397000.00,455299000.00,500730000.00,469312000.00
0000080420,36,58919000.00,278631000.00,296615000.00,0.211459,536.0,83432000.00,87936000.00,,,912675000.00,965368000.00,1094368000.00,1180039000.00
0000080424,28,4558000000.00,19776000000.00,21235000000.00,0.230481,174.0,,,,,122639000000.00,122984000000.00,127286000000.00,128378000000.00
0000081061,54,1344000000.00,15934000000.00,16256000000.00,0.084348,2374.0,,,2076000000.00,2248000000.00,37601000000.00,38398000000.00,40989000000.00,41323000000.00
0000081362,29,27624000.00,442914000.00,480479000.00,0.062369,2379.0,161260000.00,176735000.00,-3050000.00,3786000.00,2610649000.00,2664429000.00,2797936000.00,2801927000.00
0000082020,14,39894000.00,91253000.00,87833000.00,0.437180,506.0,46156000.00,41752000.00,39434000.00,32062000.00,543163000.00,585255000.00,681044000.00,713837000.00
0000082473,67,222396.00,2205763.00,2193509.00,0.100825,895.0,,,279826.00,-41160.00,14193580.00,14027617.00,13980021.00,13616664.00
0000083246,60,1042000000.00,924000000.00,1048000000.00,1.127706,1965.0,,,817000000.00,1439000000.00,170731000000.00,172441000000.00,172410000000.00,174749000000.00
0000084748,28,-300000.00,190500000.00,200500000.00,-0.001575,251.0,57000000.00,64600000.00,11700000.00,5800000.00,1481100000.00,1510400000.00,1429900000.00,1426500000.00
0000084839,73,142648000.00,822504000.00,906424000.00,0.173431,1208.0,,,146892000.00,118367000.00,2819695000.00,2948558000.00,3140523000.00,3160234000.00
0000085535,67,123111000.00,193436000.00,469125000.00,0.636443,720.0,134254000.00,314894000.00,136369000.00,293562000.00,3392130000.00,3458318000.00,9537524000.00,9489706000.00
0000087802,38,-2089500.00,942300.00,1227100.00,-2.217447,1672.0,344300.00,469900.00,-1522200.00,-993500.00,11560800.00,10570100.00,12607600.00,11103500.00
0000088000,62,1719000.00,19023000.00,18293000.00,0.090364,2191.0,,,-14480000.00,-6769000.00,2028176000.00,2072649000.00,1996811000.00,2234344000.00
0000088121,51,38000000.00,2316000000.00,2400000000.00,0.016408,2286.0,142000000.00,217000000.00,-20000000.00,-54000000.00,7665000000.00,7633000000.00,8246000000.00,8430000000.00
0000088205,35,66600000.00,482600000.00,566800000.00,0.138002,793.0,,,-10900000.00,30600000.00,2714500000.00,3137500000.00,3604600000.00,3879500000.00
0000088941,36,35967000.00,251060000.00,291018000.00,0.143261,543.0,131289000.00,151464000.00,27824000.00,36183000.00,1419264000.00,1431955000.00,1410337000.00,1438943000.00
0000089089,72,251687000.00,1074167000.00,1096454000.00,0.234309,2164.0,291417000.00,286451000.00,311147000.00,333793000.00,17379438000.00,17316088000.00,18654512000.00,18574749000.00
0000089439,33,206262000.00,1000165000.00,1193005000.00,0.206228,2329.0,,,113559000.00,79741000.00,3290906000.00,3231304000.00,3733029000.00,3942363000.00
0000090168,37,-781000.00,19027000.00,26444000.00,-0.041047,1675.0,1570000.00,5661000.00,,,80982000.00,78829000.00,74941000.00,78195000.00
0000091142,36,184000000.00,963900000.00,945600000.00,0.190891,537.0,375400000.00,365700000.00,38700000.00,129400000.00,3240000000.00,3267700000.00,3142800000.00,3650300000.00
0000091388,20,321000000.00,3771000000.00,3800000000.00,0.085123,2010.0,510000000.00,511000000.00,-166000000.00,-65000000.00,11054000000.00,11146000000.00,12177000000.00,12002000000.00
0000091440,34,313400000.00,1243200000.00,1308300000.00,0.252091,2075.0,,,298500000.00,368700000.00,7896800000.00,8069000000.00,8412300000.00,8516400000.00
0000091767,26,126860000.00,1709228000.00,1676442000.00,0.074221,2281.0,353687000.00,345628000.00,-208094000.00,-367928000.00,12507790000.00,12680593000.00,11162334000.00,11070019000.00
0000092122,49,2010000000.00,7775000000.00,8397000000.00,0.258521,1907.0,,,1250000000.00,1226000000.00,145180000000.00,148109000000.00,155720000000.00,157031000000.00
0000092380,45,-223000000.00,6428000000.00,7249000000.00,-0.034692,2087.0,,,860000000.00,1418000000.00,33750000000.00,33212000000.00,29061000000.00,29355000000.00
0000093314,28,-5521720.00,246385.00,985076.00,-22.410942,446.0,,,-4298018.00,-5280132.00,9399523.00,8520057.00,6901227.00,9036483.00
0000093389,37,24462000.00,413379000.00,451166000.00,0.059176,1653.0,124722000.00,139173000.00,-60220000.00,-41929000.00,1814126000.00,1926091000.00,1995241000.00,2048299000.00
0000094049,28,28288000.00,593255000.00,604509000.00,0.047683,233.0,75463000.00,64851000.00,6942000.00,16934000.00,2304648000.00,2389683000.00,2357702000.00,2333337000.00
0000094845,23,191600000.00,1526800000.00,1742500000.00,0.125491,2413.0,947600000.00,1078300000.00,52500000.00,211500000.00,6375500000.00,6848800000.00,6848800000.00,6574800000.00
0000095029,34,8472000.00,135738000.00,141356000.00,0.062414,2215.0,29895000.00,28078000.00,11145000.00,18750000.00,384034000.00,379003000.00,341997000.00,349111000.00
0000095953,28,-2040000.00,17835000.00,19415000.00,-0.114382,274.0,3068000.00,2811000.00,-700000.00,-5428000.00,147250000.00,152542000.00,111937000.00,102614000.00
0000096021,51,681000000.00,19598000000.00,20519000000.00,0.034748,2260.0,3581000000.00,3812000000.00,,,25318000000.00,26347000000.00,27181000000.00,27983000000.00
0000096271,49,168000000.00,649000000.00,802000000.00,0.258860,1906.0,,,131000000.00,297000000.00,13107000000.00,13362000000.00,14071000000.00,14309000000.00
0000096536,35,2019602.00,10564834.00,11173201.00,0.191163,761.0,4528873.00,4491480.00,,,62861732.00,70146613.00,72844118.00,75452711.00
0000096869,65,-4166000.00,8209000.00,9503000.00,-0.507492,2566.0,1228000.00,2045000.00,-1345000.00,3310000.00,607998000.00,614555000.00,630469000.00,634159000.00
0000096943,38,75800000.00,414258000.00,548262000.00,0.182978,1085.0,255431000.00,307426000.00,,,7097914000.00,7163290000.00,6947239000.00,6783002000.00
0000097134,35,19600000.00,290000000.00,297900000.00,0.067586,818.0,120000000.00,113600000.00,-400000.00,-31200000.00,1190100000.00,1180300000.00,1268900000.00,1276600000.00
0000097210,38,120803000.00,685680000.00,1282494000.00,0.176180,1088.0,415336000.00,780949000.00,161637000.00,265124000.00,3708714000.00,3705837000.00,4183599000.00,4433827000.00
0000097216,35,69000000.00,1229000000.00,1734000000.00,0.056143,823.0,247000000.00,206000000.00,-21000000.00,-31000000.00,5730000000.00,5840000000.00,6139000000.00,10188000000.00
0000097476,36,1324000000.00,4069000000.00,4825000000.00,0.325387,524.0,2313000000.00,2799000000.00,849000000.00,1520000000.00,35509000000.00,33757000000.00,34585000000.00,34393000000.00
0000097745,38,1716000000.00,10364000000.00,11005000000.00,0.165573,1092.0,,,723000000.00,1192000000.00,97321000000.00,99041000000.00,110343000000.00,113281000000.00
0000098222,44,75047000.00,333444000.00,326222000.00,0.225066,2339.0,,,80411000.00,19179000.00,2074904000.00,2066166000.00,2386911000.00,2340670000.00
0000098362,35,144000000.00,1140300000.00,1231300000.00,0.126283,798.0,,,58600000.00,39300000.00,6411000000.00,6570400000.00,6676800000.00,6881500000.00
0000098677,20,23060000.00,148455000.00,151541000.00,0.155333,1971.0,52450000.00,51294000.00,3602000.00,11494000.00,1147181000.00,1141700000.00,1253982000.00,1247757000.00
0000099780,37,99800000.00,585400000.00,492000000.00,0.170482,1625.0,,,76500000.00,97800000.00,8832200000.00,8664700000.00,8424400000.00,8330700000.00
0000100122,49,66787000.00,365736000.00,338267000.00,0.182610,1948.0,,,128429000.00,130828000.00,7521523000.00,7816316000.00,8139270000.00,8256502000.00
0000100378,35,1947000.00,81242000.00,96694000.00,0.023965,845.0,21706000.00,27131000.00,,,307360000.00,332882000.00,384015000.00,391019000.00
0000100493,20,100000000.00,13074000000.00,13653000000.00,0.007649,2051.0,600000000.00,962000000.00,,,37310000000.00,36280000000.00,36019000000.00,35165000000.00
0000100517,45,607000000.00,13213000000.00,14608000000.00,0.045940,2049.0,,,3710000000.00,4799000000.00,74083000000.00,76111000000.00,76448000000.00,80941000000.00
0000100591,17,24342000.00,193660000.00,290954000.00,0.125695,2239.0,36863000.00,61114000.00,35293000.00,113384000.00,836227000.00,792155000.00,1186354000.00,1286438000.00
0000100726,22,-13860000.00,146557000.00,130037000.00,-0.094571,2578.0,-445000.00,9117000.00,,,439659000.00,446540000.00,382913000.00,392374000.00
0000100885,40,2371000000.00,6027000000.00,6217000000.00,0.393396,2404.0,,,2210000000.00,2440000000.00,67715000000.00,68492000000.00,69698000000.00,69644000000.00
0000101538,33,357992.00,7000005.00,6784069.00,0.051142,2524.0,2371730.00,1109467.00,-1729291.00,-12059669.00,34642602.00,39496778.00,153925669.00,148049485.00
0000101594,13,-3088000.00,2193000.00,1604000.00,-1.408117,2633.0,,,-4544000.00,-2452000.00,49667000.00,55835000.00,40630000.00,55191000.00
0000101829,37,2035000000.00,20306000000.00,22076000000.00,0.100217,1635.0,,,1305000000.00,1855000000.00,162861000000.00,164864000000.00,171079000000.00,170431000000.00
0000101984,36,-3754000.00,92326000.00,79036000.00,-0.040660,602.0,26083000.00,20600000.00,8984000.00,-781000.00,323354000.00,310611000.00,273997000.00,255142000.00
0000102729,34,128314000.00,969314000.00,1029197000.00,0.132376,2155.0,291102000.00,316878000.00,65130000.00,103473000.00,3329972000.00,3375423000.00,3369329000.00,3435165000.00
0000102752,87,24504000.00,256045000.00,324580000.00,0.095702,1798.0,,,-46632000.00,-62264000.00,1742630000.00,1732982000.00,2028578000.00,3310663000.00
0000103595,54,13725000.00,563669000.00,572587000.00,0.024349,2463.0,162181000.00,160806000.00,,,1002122000.00,995573000.00,1027249000.00,1008439000.00
0000103730,36,815000.00,715236000.00,839242000.00,0.001139,593.0,135554000.00,176612000.00,16098000.00,63669000.00,4110696000.00,4200242000.00,4234160000.00,4262555000.00
0000104169,53,7135000000.00,165609000000.00,177751000000.00,0.043083,2479.0,,,5411000000.00,4738000000.00,260823000000.00,262372000000.00,284668000000.00,289607000000.00
0000104918,49,125000000.00,617000000.00,570000000.00,0.202593,1942.0,,,184000000.00,179000000.00,7941000000.00,7966000000.00,8359000000.00,8408000000.00
0000105016,50,112188000.00,1531086000.00,1533010000.00,0.073273,2152.0,429623000.00,427555000.00,-177644000.00,-18905000.00,4479523000.00,4454353000.00,4414805000.00,4649497000.00
0000105132,28,23280000.00,146104000.00,161671000.00,0.159339,188.0,79716000.00,89941000.00,,,447324000.00,458262000.00,459662000.00,473742000.00
0000105319,72,-20201000.00,186571000.00,168261000.00,-0.108275,2528.0,132876000.00,118672000.00,14998000.00,-33547000.00,550276000.00,696873000.00,946758000.00,881071000.00
0000105418,54,21772000.00,1200776000.00,1255912000.00,0.018132,2474.0,298238000.00,330247000.00,4856000.00,30248000.00,2090582000.00,2063212000.00,2027359000.00,2026868000.00
0000105634,17,318756000.00,3867372000.00,4628233000.00,0.082422,2274.0,722718000.00,863950000.00,108471000.00,558000.00,7716473000.00,8078872000.00,9291399000.00,9508107000.00
0000105744,13,-63000.00,38000.00,39000.00,-1.657895,2644.0,,,-30000.00,-65000.00,4594000.00,4565000.00,4560000.00,4541000.00
0000105770,38,107000000.00,698000000.00,844900000.00,0.153295,1104.0,231900000.00,296400000.00,129400000.00,89900000.00,3643400000.00,3618200000.00,4270000000.00,4109800000.00
0000106040,35,760000000.00,2294000000.00,3337000000.00,0.331299,732.0,912000000.00,1676000000.00,,,25456000000.00,16368000000.00,15611000000.00,15045000000.00
0000106532,51,7031000.00,68030000.00,68005000.00,0.103351,2209.0,30375000.00,30066000.00,4129000.00,17431000.00,324086000.00,299295000.00,319667000.00,296258000.00
0000106535,67,179000000.00,1763000000.00,1727000000.00,0.101531,894.0,335000000.00,318000000.00,70000000.00,52000000.00,16536000000.00,16520000000.00,16613000000.00,16401000000.00
0000106640,36,184000000.00,3621000000.00,3273000000.00,0.050815,571.0,607000000.00,415000000.00,-721000000.00,-827000000.00,16301000000.00,16514000000.00,16001000000.00,16177000000.00
0000107263,49,1094000000.00,3048000000.00,3030000000.00,0.358924,1845.0,,,1433000000.00,1603000000.00,54532000000.00,54924000000.00,58573000000.00,59569000000.00
0000107687,37,7800000.00,620200000.00,657400000.00,0.012577,1667.0,83100000.00,85600000.00,,,2298000000.00,2194000000.00,2127200000.00,2051500000.00
0000107815,49,345600000.00,1179100000.00,1323500000.00,0.293105,1887.0,,,391700000.00,481300000.00,17199600000.00,17376200000.00,19696400000.00,19939400000.00
0000107833,49,112000000.00,498700000.00,564300000.00,0.224584,1927.0,,,192900000.00,172100000.00,7495700000.00,7508100000.00,8054600000.00,8056900000.00
0000108516,33,20868000.00,304524000.00,378677000.00,0.068527,2504.0,89247000.00,109474000.00,57131000.00,61938000.00,1657017000.00,1682004000.00,1753333000.00,1823538000.00
0000108985,49,6283000.00,18456000.00,20074000.00,0.340431,1859.0,,,6005000.00,5368000.00,633473000.00,641752000.00,680888000.00,689804000.00
0000109177,36,19500000.00,675700000.00,708900000.00,0.028859,582.0,253400000.00,270300000.00,,,3614600000.00,3537000000.00,3422900000.00,3473900000.00
0000109563,50,129402000.00,1166749000.00,1251453000.00,0.110908,2125.0,355290000.00,380804000.00,,,3044641000.00,3115663000.00,3159322000.00,2988711000.00
0000110471,31,21000000.00,412300000.00,457600000.00,0.050934,2383.0,196100000.00,217800000.00,-83800000.00,-83200000.00,1674400000.00,1691100000.00,1709300000.00,1640000000.00
0000202058,38,525000000.00,5132000000.00,5744000000.00,0.102299,1131.0,,,-42000000.00,-95000000.00,42001000000.00,41248000000.00,41195000000.00,41380000000.00
0000205402,50,138200000.00,2949800000.00,3314900000.00,0.046851,2171.0,575000000.00,653500000.00,182700000.00,119000000.00,4307200000.00,4550600000.00,4927400000.00,5159000000.00
0000215466,10,62156000.00,360062000.00,856192000.00,0.172626,63.0,,,67635000.00,340836000.00,2301747000.00,4066893000.00,4695682000.00,15261327000.00
0000216228,35,150900000.00,913000000.00,1211900000.00,0.165279,773.0,323200000.00,428800000.00,,,4731300000.00,4833700000.00,6310400000.00,11131600000.00
0000216877,70,-187000.00,1966000.00,2223000.00,-0.095117,2499.0,,,,,29377000.00,30248000.00,30291000.00,31649000.00
