cik,net_income,net_income_prior,revenue,total_assets,stockholders_equity,total_liabilities
773717,-397641,,,3885643,-10754767,
773840,1449000000,1285000000,,75218000000,17463000000,
775215,19075000,,,5092192000,565057000,4527135000
776867,33900000,,577800000,11004900000,4509600000,5865200000
776901,44424000,,,19888209000,3033392000,16854817000
777917,129569000,,1052678000,238575786000,5305281000,233107659000
778164,-11679000,,226540000,402209000,213920000,188289000
779152,111108000,97845000,,2932018000,2036431000,895587000
779227,1806000,,,607899000,58365000,549534000
780571,65474000,,,3503142000,1488375000,1994063000
783324,-2708000,,,17003000,15582000,1421000
784199,-505000,,,791163000,294252000,496911000
785161,151500000,,,6641300000,2159100000,3703700000
787250,2700000,,254300000,3489400000,364800000,3124600000
787253,-2186000,-2191000,,154944000,76619000,78325000
788329,2304000,-15290000,,624474000,441102000,183372000
788784,589000000,,3222000000,55575000000,,
788816,43006000,,,16495479000,,
788920,3275000,2040000,17414000,64273000,35282000,28991000
788965,9979000,,117724000,366097000,115348000,250749000
789019,25824000000,24108000000,,562624000000,321891000000,240733000000
789460,-21100000,,9452500000,6589100000,1921200000,4660900000
789570,148554000,,,41903113000,2853544000,38281691000
789933,4900000,,,634187000,409117000,225070000
790051,143300000,,,5450900000,2166500000,
790273,-1090,,0,8819,-55085,5000
790359,36745000,,,13864251000,1565775000,12298476000
790526,-37926000,,,3336264000,898139000,2199747000
790816,-26975000,,121516000,3423786000,993586000,2424390000
791908,2367000,,15912000,212750000,84629000,128121000
791963,30655000,,367825000,3572182000,872266000,2699916000
792935,-885097,,3517775,28543784,-8343664,36887448
792966,6952000,8381000,,3388786000,344601000,3044185000
792987,14300000,,,1056000000,653200000,402900000
793074,-10098000,,712114000,2986649000,1436233000,1512595000
793306,2244000,,,105584000,35207000,70377000
793524,-177687,,,3768086,2426648,1341438
793733,100551000,,,7114266000,2474291000,
793952,133104000,,1329209000,12382381000,3182179000,
794170,352447000,177703000,,14195824000,7948725000,6231409000
794323,-60000000,,1647000000,16789000000,,
794367,38000000,,4793000000,16089000000,4451000000,
795266,109557000,,,6979260000,4092678000,
795403,74000000,,,2500700000,1772200000,
796343,1811000000,,5714000000,29955000000,13095000000,16860000000
796534,3236000,,,1835717000,167278000,1668439000
797465,-257000,,2722000,45762000,31699000,14230000
797542,-3668000,,,26412000,7262000,
798081,-3913000,,46746000,218128000,143382000,74746000
798287,-8142000,,,712641000,269595000,443046000
798354,851000000,,5130000000,80402000000,25884000000,53881000000
798359,-3734000,,67093000,1893084000,636801000,1013084000
798528,2241570,,,15825320,-13947723,95268877
798783,4777000,,24548000,573482000,172166000,401316000
798941,483000000,,2298000000,228822000000,22295000000,206527000000
799165,992000,,,33277000,18287000,
799167,4335000,,223152000,983332000,767500000,215832000
799233,-13873000,,219420000,1344711000,807725000,
799288,-8262000,,227752000,760495000,230140000,530355000
799292,111237000,,976093000,4585223000,3006334000,1578889000
800240,-29000000,-3000000,,3467000000,784000000,2683000000
800457,25205174,,245173624,2368277179,584723015,1783554164
801337,226917000,,704798000,80279750000,9204154000,71075596000
802257,3450336,,17000,189586,-22151545,22341131
802481,296033000,,,10963759000,3133147000,7816312000
803164,-13906000,,44881000,4305391000,427068000,3878323000
803578,-12930000,,43000,12363000,5185000,7178000
804269,499000000,,4164000000,142853000000,15321000000,127532000000
805676,42157000,,157946000,9886612000,,8607570000
805928,-3834000,,48560000,196165000,105365000,90800000
810332,27100000,-111944000,394800000,214952000,1137600000,277357000
810958,6293000,,,2609228000,281831000,2327397000
811156,304000000,,2447000000,36295000000,8335000000,
811222,-450777,,2915567,25330628,2036047,18230516
811589,36406000,,,12436245000,1508176000,10928069000
811596,21600000,,,2439600000,756800000,1682800000
811641,1446983,,8067174,45621579,28993844,16627735
811830,365874000,,,172200128000,16056992000,154143135000
812011,389740000,244376000,1295558000,5749945000,877167000,4532218000
812074,-16000000,,1567000000,8729000000,,
812152,-33555,,,12819,-186110,
812796,-2951268,,,7746120,3897933,3848187
813298,-1939000,,,380077000,140709000,
813672,273579000,,,9013486000,4776257000,
813716,-155436,,,1743264,-24560997,26304261
813762,-422000000,,1867000000,15481000000,,11739000000
814453,-37000000,,,11279000000,2690000000,8589000000
814585,-62000000,,14000000,2132000000,-2126000000,4245000000
814586,3540000,,,93667000,74168000,19499000
814676,95962,,,19208908,14716067,4492841
814926,-111079,,,843152,350020,493132
815097,-78000000,,,48535000000,9182000000,
815556,298700000,,,4870900000,3690300000,
815917,0,,4218000000,27980000000,,27980000000
816761,44000000,,,1752000000,158000000,1594000000
817720,-21800000,1800000,,2554300000,1387000000,1167300000
818033,2635000,,,235752000,-28453000,264205000
818479,20000000,,,6050000000,2010000000,4040000000
818677,3006000,,,1585461000,188172000,1397289000
818686,214000000,,,38415000000,6262000000,32146000000
819793,17355000,,,1688076000,899975000,782908000
819926,-5224,,,18062229,14079524,3982705
820027,583000000,,4481000000,179059000000,5426000000,173633000000
820313,737800000,,,22902100000,10301200000,12529700000
820318,15711000,103385000,,14444825000,5352622000,6276036000
821002,7759000,,,2415873000,1684094000,731779000
821026,284000,,2659098000,3797682000,1355737000,2203248000
821130,18247000,,26984000,10365000000,4585000000,
821189,1463000000,,5669000000,46982000000,29516000000,
821483,-30400000,,,3753255000,1111810000,2641445000
822370,-2330000,,,22478000,-58601000,81079000
822416,522799000,,,17336546000,12300972000,5035574000
822663,42492000,,,1440525000,788637000,
822818,58680000,,,7246387000,2571224000,
823768,637000000,,,44486000000,8650000000,35835000000
824142,29292000,,,1300193000,,
825313,74034000,,,1997129000,,258000
825788,-82453,,,1306295,,252628
826154,18051000,,,5441586000,532936000,4908650000
826675,-3076000,,,9044836000,,7648921000
827052,1436000000,,3811000000,88420000000,16622000000,69623000000
827099,-1402729,,173037,548665,-45859133,46407798
827187,-8646000,,,836791000,-456844000,1293635000
828146,-805000,,,12472000,9765000,2707000
828944,65896000,,,20548950000,2671614000,17887741000
829323,-1259821,,26708032,31692191,13446714,
830616,309717,,,15907056,13195119,2711937
831001,4064000000,,21596000000,2571514000000,212408000000,2358256000000
832101,95500000,,814300000,6795100000,3906600000,2889200000
832428,-3455000,,,5116189000,1319723000,
832480,12952643,,21903172,491136251,223556089,267097134
832489,-5357651,,,10833364,7898030,
832988,33500000,,,5451900000,1775700000,3676200000
833079,122806000,,,7700218000,5194744000,2505474000
833640,8790000,,105529000,814400000,735815000,78585000
834365,-448000,,,395141000,352624000,42517000
835011,-3024000,,,1378202000,828349000,551509000
835324,33271000,,,8997478000,975473000,8022005000
835662,-721708,,,4050474,-5030804,9081278
836147,4830000,,,1888356000,213793000,1674563000
836564,-181320,,,97784,-6969494,7067278
837010,150000000,,729000000,132914000000,1984000000,130930000000
837465,2100000,-1512700000,,7693900000,2426600000,
838875,-728981,,7541583,108244573,68504749,39739824
839087,-1075000,,19462000,77914000,26650000,
840489,83591000,,836423000,4426277000,2058360000,2367917000
840715,-2834000,,,24679000,19514000,5165000
842023,22588000,34890000,316181000,2644259000,2018025000,
842162,80700000,,,14623300000,4658400000,
842517,3949000,,,2102587000,215556000,1887031000
842633,12420000,5640000,152460000,1393750000,686570000,707180000
842717,-434000,,,2685084000,,2346795000
843006,5387000,,5476000,47283000,30895000,16388000
844059,1710000,,10306000,717123000,425170000,256627000
844856,-2183676,,,1672602,-2622250,3183752
844965,4049000,,,614085000,273004000,
845385,-2050169,,,19373631,18993097,380534
845698,-941612,,,21749999,,348699
845819,-917528,,2168714,4587018,2143990,2753811
845877,49651000,,,31803939000,1525646000,30278293000
846377,-165478,,0,349573,-1902730,2252303
846475,-10396000,,26578000,105759000,20774000,84985000
846617,21458000,,,14097682000,1412013000,12685669000
846913,-739000,,,46709000,41438000,5271000
847942,-25044,,,6287,-107071,113358
849145,1064000,,,86683000,65426000,21257000
849146,3470000,2550000,,77237000,34011000,43226000
849395,-94000000,,,51921000000,21119000000,29564000000
849869,67962000,,,8767975000,2083344000,
850141,38200000,,416400000,14396100000,1342800000,13053300000
850429,10101000,-72698000,,374217000,191370000,182847000
851205,23603000,,,1932503000,1445628000,486875000
851310,5940000,,,773748000,446130000,327618000
851520,26650000,,,763239000,441408000,321831000
851968,72600000,,,13408500000,7856100000,5546600000
852772,326000,,,488075000,-36420000,524495000
853816,29806000,,1152502000,1716178000,930755000,
854560,17160000,,,5993842000,613293000,5380549000
855658,5022000,,,823650000,707911000,115739000
855683,-1994586,,,9088016,4462452,4625564
856982,30147000,,,2467973000,1428423000,1039550000
856984,-79609,,,1667895,-591365,2259260
857855,71413000,,247677000,27873718000,3500896000,24372822000
857949,-875223,-5132650,,162867992,91947056,70920936
858470,516000000,,1904000000,23951000000,14224000000,9719000000
858877,2491000000,2428000000,,119782000000,45935000000,73847000000
859070,11818000,13040000,,3225773000,496417000,2729356000
859737,-17400000,201000000,1005300000,8545100000,4618700000,
860413,50200000,,,28279800000,3361300000,24918500000
860730,1610000000,,18321000000,59798000000,-3519000000,
860731,81052000,,,5192134000,3512704000,1679430000
860748,99700000,,1193000000,12472700000,366000000,9555800000
861441,-4896749,,,101426617,,2592326
861459,-33656000,,,2907100000,993529000,
861842,69506000,,,23205022000,2865159000,20339863000
861884,199700000,,,10365000000,7101800000,3251400000
862651,-685866,,,29944542,16818871,13125671
862668,271472,246021,,5215366,2294858,2920508
862692,282855,,,64381067,-14656309,79037376
862831,16878000,,,6340492000,589928000,5750564000
862861,-2392000,,,78015000,21830000,48829000
863110,5435000,,,808852000,241650000,
863436,3644000,,631764000,2135619000,1104698000,1030921000
864240,-899000,,,110203000,18977000,91226000
864749,66700000,,,8898900000,5419100000,3479800000
866273,-3434000,-5533000,200161000,613740000,,463030000
866374,222000000,263000000,,18381000000,5002000000,13379000000
866729,-3600000,48800000,,1961300000,941300000,
866829,3072000,,,2635023000,1545265000,1089758000
867038,150000,,1195000,28061000,16711000,11350000
867840,-2096761,-969681,4185968,19622274,13177717,6444557
868082,972038,,,45649400,,
868278,3966000,,,50111000,15118000,34993000
868671,54568000,61754000,,27858879000,3287608000,24571271000
868780,57505000,,,2427751000,1337404000,
872589,808700000,,,37545200000,29387600000,8157600000
872912,1069000,,,87319000,80230000,7089000
873303,-447508000,159049000,744856000,3465387000,1190123000,2322664000
873860,22100000,,249800000,16259300000,,15749200000
874015,-146938000,-104349000,,2812948000,475726000,2337222000
874238,39477000,,,2034539000,805416000,1207612000
874396,-4201000,,,594593000,225676000,
874499,-464000,,197034000,2947585000,1655499000,1259199000
874501,-46391000,-548265000,62756000,8253282000,852221000,7041817000
874716,242677000,,,3213689000,1448013000,1765676000
874761,46000000,,2926000000,48615000000,3468000000,
874766,630000000,,6810000000,82307000000,16844000000,65463000000
875045,240500000,,2431000000,28033100000,,11054400000
875320,646300000,,,22880500000,16496300000,6384200000
875355,449000,-2940000,,100514000,10332000,
875357,119777000,,,50472189000,5771813000,44697811000
875657,1865000,,50746000,223753000,136398000,87149000
875729,-511156,-374353,,16845,-6818229,6797501
876167,10946000,,,2462418000,431847000,
876343,-4139000,,1502000,111753000,79028000,34098000
876437,185460000,,306234000,6535136000,5139884000,1395252000
876883,-2917000,,651740000,3982354000,334400000,3191605000
877212,136000000,,,7899000000,3626000000,4273000000
877860,34165000,,89296000,2782885000,1426474000,1338300000
878927,254660000,,,5491294000,4235324000,1255970000
878932,3943000,,,36484000,34197000,2287000
879101,132817000,,536624000,19731252000,10588276000,8950651000
879169,158203000,,,5749365000,3667563000,2081802000
879526,230941000,-1030000,,1415193000,403841000,1010101000
879635,13742000,,,5546026000,667933000,4878093000
879911,-3105666,,209753,5929798,4292391,1637407
880117,20153000,13595000,260907000,589976000,346613000,243363000
880266,10500000,,,11480800000,3809400000,7371600000
880417,3616000,,,1218640000,118335000,1100305000
880631,24629000,,108082000,1022856000,415631000,607225000
880641,-6974000,6186000,,1904477000,176475000,1728002000
880984,464000,,,11134000,6065000,5024000
881453,-24000000,,370000000,28999000000,1163000000,27836000000
882095,1315000000,,,56434000000,19162000000,
882361,-5543000,,,7467000,-7393000,14860000
882508,-2191000,,,49077000,26317000,22760000
882796,32000,,,480047000,-451927000,931974000
882835,331100000,462300000,,31418800000,19223600000,12195200000
883107,80000,,,57016000,15156000,
883902,-110624000,,1175334000,6661481000,87113000,6574368000
883948,49818000,,,24632611000,3185216000,21447395000
883975,-2601000,,,30892000,28951000,1941000
883984,-15476000,,604702000,4184581000,1987689000,
884144,-2398000,,,498941000,197663000,301278000
884219,-31136000,,,832564000,497854000,243219000
884269,613000,,,72182000,61728000,10454000
884624,-53094000,,,823144000,458294000,364850000
884650,-284300,,1683867,1184447,-10477788,11662235
884887,730000000,,,37452000000,7960000000,29310000000
885245,35193000,,,977329000,445273000,532056000
885275,16392000,14939000,84599000,5531468000,,5025113000
885462,-4629500,,1604447,165729939,142584827,23145112
885550,106300000,,571100000,9258000000,1710900000,7547100000
